respondent_id,age,bedtime_screen_time_minutes,total_daily_screen_time_hours,doomscroll_sessions_per_night,avg_doomscroll_session_minutes,sleep_hours_per_night,sleep_latency_minutes,number_of_night_wakeups,caffeine_intake_mg_per_day,anxiety_score,stress_score,sleep_quality_score,daytime_fatigue_score,number_of_news_apps_used,phone_checks_per_night,exercise_minutes_per_day,days_since_last_digital_detox,weekly_sleep_debt_hours,gender,occupation_status,country_region,primary_device_used_at_night,bedtime_routine_type,uses_night_mode,keeps_phone_in_bedroom,consumes_negative_news_content,uses_sleep_tracking_app,doomscroller,sleep_quality_category
D30910,39,30.0,1.79,0,27.9,7.6,34.0,2,122.0,5,6,5.0,4,0,3,48.0,95.0,5.4,Female,Employed Full-time,India,Smartphone,Watching Videos,No,No,Yes,Yes,No,Good
D30911,29,95.0,5.38,5,16.8,7.4,36.0,6,188.0,8,8,4.0,10,1,9,35.0,4.0,0.0,Male,Student,Germany,Tablet,Meditation/Journaling,Yes,Yes,No,No,Yes,Poor
D30912,15,39.0,2.82,0,36.5,6.5,23.0,0,192.0,5,5,5.0,7,0,1,75.0,30.0,11.1,Prefer not to say,,India,Laptop,No Fixed Routine,No,Yes,No,No,No,Good
D30913,19,31.0,4.66,2,11.5,6.5,50.0,0,41.0,6,6,5.0,6,4,0,98.0,26.0,10.4,Male,Unemployed,UAE,Smartphone,No Fixed Routine,Yes,Yes,Yes,Yes,Yes,Fair
D30914,20,17.0,1.8,0,19.3,7.4,20.0,0,126.0,2,4,5.0,1,1,0,67.0,18.0,5.3,Male,Student,India,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,No,Good
D30915,25,29.0,2.34,0,32.4,8.4,16.0,1,151.0,6,9,5.0,3,1,1,36.0,37.0,0.0,Male,Student,Nigeria,Tablet,No Fixed Routine,No,No,Yes,No,No,Good
D30916,38,18.0,2.17,0,14.3,8.1,14.0,0,,5,6,5.0,4,4,0,58.0,2.0,0.1,Female,Employed Full-time,United States,Smartphone,Reading,Yes,Yes,No,No,No,Poor
D30917,16,9.0,3.12,2,2.4,8.3,14.0,0,95.0,5,6,5.0,4,2,1,96.0,25.0,0.0,Male,Employed Full-time,Australia,Smartphone,Watching Videos,Yes,No,Yes,No,No,Good
D30918,30,52.0,2.02,1,53.8,7.7,23.0,1,275.0,4,5,5.0,6,2,2,59.0,16.0,0.0,Female,Employed Part-time,United States,Smartphone,Watching Videos,Yes,Yes,Yes,Yes,No,Good
D30919,21,86.0,4.61,3,33.8,6.7,39.0,2,91.0,7,7,5.0,8,1,3,41.0,39.0,7.5,Male,Employed Full-time,India,Laptop,Scrolling Social Media,No,No,No,Yes,Yes,Poor
D30920,19,37.0,2.4,1,42.8,7.5,25.0,1,71.0,5,5,5.0,6,2,2,59.0,174.0,5.7,Female,Student,United States,Smartphone,No Fixed Routine,No,Yes,Yes,No,No,Good
D30921,20,117.0,5.23,4,26.8,6.8,44.0,2,144.0,4,7,4.0,10,3,3,14.0,2.0,12.6,Male,Employed Full-time,India,Smartphone,No Fixed Routine,Yes,Yes,No,Yes,Yes,Poor
D30922,26,52.0,2.6,1,48.4,6.9,20.0,1,59.0,4,5,4.0,10,0,2,11.0,17.0,6.9,Male,Student,United Kingdom,Smartphone,Watching Videos,Yes,Yes,No,No,No,Good
D30923,26,81.0,3.66,4,21.2,7.9,44.0,3,227.0,5,4,4.0,10,1,3,49.0,104.0,2.2,Male,Employed Full-time,Brazil,Laptop,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Poor
D30924,30,110.0,4.69,5,23.2,5.9,45.0,3,269.0,3,6,4.0,7,1,3,54.0,16.0,15.3,Male,Employed Part-time,Australia,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Fair
D30925,33,56.0,2.45,2,28.9,6.9,24.0,0,198.0,3,5,5.0,7,2,1,88.0,29.0,3.1,Female,Unemployed,Germany,Smartphone,Watching Videos,No,Yes,Yes,No,Yes,Good
D30926,31,42.0,4.07,0,42.8,7.6,2.0,0,42.0,6,7,5.0,6,2,1,61.0,3.0,4.6,Female,Student,Philippines,Smartphone,Scrolling Social Media,No,Yes,Yes,Yes,No,Good
D30927,28,77.0,6.25,2,38.2,7.9,26.0,0,84.0,5,4,5.0,9,4,1,71.0,27.0,1.7,Male,Student,Brazil,Smartphone,Scrolling Social Media,Yes,Yes,No,Yes,No,Good
D30928,28,37.0,3.56,0,37.5,7.6,27.0,1,299.0,5,6,,7,0,2,,87.0,2.9,Male,Student,United States,Smartphone,Watching Videos,Yes,No,Yes,No,No,Fair
D30929,21,23.0,1.87,0,23.3,6.7,27.0,3,9.0,5,5,5.0,7,0,4,73.0,55.0,8.4,Male,Employed Part-time,United States,Smartphone,Watching Videos,No,No,No,Yes,No,Fair
D30930,30,33.0,3.44,1,34.6,6.3,17.0,1,173.0,3,8,4.0,6,2,1,36.0,24.0,9.9,Female,Student,United Kingdom,Smartphone,Watching Videos,No,Yes,No,Yes,No,Poor
D30931,20,58.0,3.95,2,22.6,7.1,20.0,2,109.0,5,7,4.0,8,2,3,9.0,17.0,4.9,Male,Student,UAE,Smartphone,Reading,Yes,No,No,No,No,Poor
D30932,26,48.0,3.7,3,19.8,7.3,24.0,3,123.0,5,7,5.0,6,1,6,27.0,105.0,4.9,Male,Student,India,Smartphone,Meditation/Journaling,Yes,Yes,No,Yes,Yes,Poor
D30933,37,87.0,4.88,4,20.3,7.2,42.0,3,47.0,6,8,4.0,8,1,6,42.0,2.0,4.5,Male,Student,United States,TV,Scrolling Social Media,Yes,Yes,Yes,No,No,Poor
D30934,34,38.0,1.92,1,29.7,7.3,16.0,2,162.0,7,9,5.0,6,1,3,56.0,14.0,5.6,Male,Employed Part-time,United Kingdom,Smartphone,No Fixed Routine,Yes,Yes,Yes,No,Yes,Good
D30935,43,28.0,1.07,0,24.8,8.2,4.0,1,202.0,5,8,5.0,5,2,3,53.0,77.0,0.0,Male,Student,United States,Smartphone,Meditation/Journaling,Yes,No,Yes,No,No,Good
D30936,16,53.0,3.65,1,53.7,5.9,30.0,1,94.0,2,4,3.0,7,4,3,83.0,5.0,12.0,Male,Student,Canada,Laptop,Scrolling Social Media,No,No,No,Yes,No,Poor
D30937,28,14.0,1.0,2,2.9,7.5,27.0,1,128.0,8,10,5.0,5,1,2,44.0,7.0,2.7,Male,Unemployed,United States,Smartphone,No Fixed Routine,No,No,Yes,No,No,Good
D30938,35,65.0,4.54,3,20.6,7.4,30.0,1,177.0,8,9,5.0,5,1,1,,33.0,3.9,Female,Student,India,Smartphone,Meditation/Journaling,Yes,Yes,Yes,Yes,Yes,Good
D30939,21,75.0,3.68,3,23.6,8.1,37.0,5,68.0,8,8,5.0,10,3,7,50.0,38.0,0.0,Female,Employed Full-time,United States,Smartphone,Reading,No,Yes,Yes,Yes,Yes,Poor
D30940,35,46.0,4.65,3,15.1,7.6,20.0,1,76.0,3,3,5.0,5,2,2,60.0,46.0,2.8,Male,Employed Full-time,India,Smartphone,Reading,Yes,Yes,No,No,Yes,Good
D30941,34,9.0,1.16,0,7.5,7.6,6.0,0,51.0,9,9,5.0,3,0,2,46.0,15.0,0.3,Male,Employed Full-time,Nigeria,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,No,Good
D30942,17,29.0,3.73,0,32.3,7.4,15.0,0,12.0,4,8,5.0,4,2,2,63.0,94.0,2.2,Female,Student,India,Smartphone,Meditation/Journaling,No,No,No,No,No,Good
D30943,40,62.0,4.08,4,13.9,7.2,10.0,3,93.0,4,4,5.0,5,0,5,55.0,9.0,4.3,Male,Employed Full-time,India,Smartphone,Watching Videos,Yes,Yes,Yes,Yes,Yes,Fair
D30944,15,70.0,3.38,2,29.9,7.1,41.0,1,82.0,3,5,5.0,5,1,2,67.0,55.0,3.8,Female,Student,UAE,Smartphone,Watching Videos,No,No,No,No,No,Fair
D30945,25,22.0,3.18,0,19.7,7.5,21.0,0,124.0,4,5,5.0,4,0,1,35.0,7.0,1.7,Female,Student,Germany,Smartphone,Reading,No,Yes,No,Yes,Yes,Good
D30946,31,35.0,2.68,0,37.5,6.8,28.0,1,115.0,3,4,5.0,6,1,3,31.0,85.0,8.1,Prefer not to say,Employed Part-time,UAE,Smartphone,No Fixed Routine,No,Yes,No,No,No,Good
D30947,47,47.0,3.11,3,15.3,7.2,11.0,2,175.0,4,5,5.0,7,3,2,62.0,61.0,8.8,Male,Unemployed,Australia,,Watching Videos,Yes,No,No,No,No,Good
D30948,18,37.0,4.24,4,7.0,7.4,18.0,3,138.0,5,6,5.0,7,4,4,50.0,80.0,2.4,Male,Employed Full-time,Philippines,,Meditation/Journaling,Yes,Yes,Yes,Yes,Yes,Poor
D30949,15,91.0,5.91,5,15.9,7.7,39.0,3,37.0,8,8,5.0,6,1,6,67.0,21.0,1.0,Female,Student,United States,Smartphone,Scrolling Social Media,Yes,Yes,No,No,Yes,Fair
D30950,24,15.0,1.6,0,13.1,7.5,11.0,0,34.0,4,7,5.0,3,2,0,67.0,38.0,3.8,Male,Employed Full-time,Nigeria,Smartphone,Scrolling Social Media,Yes,Yes,No,No,No,Good
D30951,31,29.0,2.22,0,26.4,6.9,22.0,0,415.0,4,7,5.0,4,1,0,70.0,11.0,6.4,Male,Employed Full-time,Nigeria,Smartphone,Watching Videos,Yes,Yes,No,No,No,Fair
D30952,21,11.0,2.36,1,7.9,7.6,4.0,1,298.0,3,9,5.0,8,0,2,69.0,122.0,3.9,Male,Employed Full-time,Australia,Smartphone,Reading,Yes,Yes,Yes,Yes,No,Fair
D30953,21,85.0,8.77,3,29.7,7.8,37.0,2,212.0,3,6,5.0,5,0,4,,25.0,0.7,Male,Employed Full-time,United Kingdom,Smartphone,Meditation/Journaling,Yes,Yes,No,Yes,No,Poor
D30954,24,22.0,8.63,3,7.1,7.9,22.0,3,41.0,4,3,5.0,7,2,4,50.0,37.0,2.1,Male,Employed Full-time,Philippines,,Scrolling Social Media,Yes,Yes,Yes,No,No,Fair
D30955,21,35.0,5.3,2,20.4,7.0,19.0,1,,3,3,,7,3,3,,10.0,8.8,Male,Employed Full-time,India,Tablet,No Fixed Routine,Yes,No,Yes,No,Yes,Poor
D30956,33,56.0,5.45,3,23.6,6.7,25.0,3,110.0,6,6,5.0,7,3,4,28.0,68.0,9.0,Male,Employed Full-time,India,TV,Watching Videos,Yes,Yes,Yes,Yes,Yes,Poor
D30957,32,30.0,6.63,1,34.1,7.8,32.0,0,184.0,2,4,5.0,7,1,2,58.0,5.0,1.7,Prefer not to say,Student,India,Smartphone,Watching Videos,No,Yes,No,No,No,Good
D30958,18,42.0,2.47,3,13.9,6.5,15.0,1,68.0,4,5,5.0,6,1,1,65.0,23.0,12.2,Female,Unemployed,India,Smartphone,Watching Videos,No,Yes,No,No,No,Good
D30959,26,19.0,2.7,2,10.5,7.2,14.0,0,85.0,4,8,5.0,4,0,2,58.0,69.0,6.8,Male,Student,Canada,Laptop,Reading,No,Yes,No,No,No,Good
D30960,24,72.0,3.73,3,22.0,6.4,17.0,2,111.0,8,8,4.0,6,2,5,77.0,2.0,9.9,Male,Employed Full-time,United States,Smartphone,No Fixed Routine,No,Yes,Yes,No,No,Poor
D30961,16,225.0,8.68,10,23.3,4.0,90.0,4,,9,10,2.0,10,0,7,0.0,10.0,29.4,Female,Employed Full-time,Canada,Laptop,Meditation/Journaling,No,Yes,Yes,Yes,Yes,Poor
D30962,29,68.0,2.94,2,28.6,6.0,35.0,0,100.0,4,4,4.0,6,3,0,45.0,20.0,12.5,Male,Employed Part-time,United Kingdom,Smartphone,Scrolling Social Media,No,Yes,No,No,No,Fair
D30963,36,71.0,3.69,3,21.0,6.9,42.0,1,102.0,4,8,5.0,5,0,1,48.0,11.0,10.4,Female,Student,United States,Smartphone,Meditation/Journaling,Yes,Yes,Yes,No,No,Good
D30964,32,30.0,2.21,2,14.0,8.0,12.0,1,225.0,3,5,5.0,4,0,2,64.0,50.0,0.0,Male,Employed Full-time,United Kingdom,Smartphone,Meditation/Journaling,Yes,No,No,No,Yes,Good
D30965,15,55.0,3.21,2,23.0,7.5,35.0,2,38.0,5,4,5.0,3,0,4,51.0,148.0,2.5,Male,Employed Part-time,Canada,Smartphone,No Fixed Routine,No,No,No,No,Yes,Fair
D30966,23,24.0,2.48,0,28.1,7.6,19.0,1,126.0,1,1,5.0,5,1,2,71.0,62.0,1.1,Male,Student,Canada,Laptop,Watching Videos,No,Yes,No,Yes,No,Good
D30967,28,17.0,1.29,1,14.8,8.8,22.0,0,38.0,4,5,5.0,5,3,1,,54.0,0.0,Female,Unemployed,Germany,Tablet,Watching Videos,Yes,Yes,No,No,Yes,Good
D30968,34,117.0,6.42,6,14.0,7.0,41.0,2,71.0,5,3,4.0,10,0,2,29.0,41.0,4.5,Female,Employed Full-time,Australia,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Poor
D30969,26,27.0,4.14,1,22.4,7.6,28.0,1,83.0,5,9,5.0,4,1,2,35.0,8.0,4.2,Female,Unemployed,Australia,Smartphone,No Fixed Routine,No,No,No,No,No,Good
D30970,33,60.0,5.97,2,25.7,6.4,55.0,1,15.0,3,4,5.0,5,1,2,41.0,32.0,11.5,Male,Employed Part-time,Australia,Tablet,Reading,No,Yes,No,Yes,Yes,Poor
D30971,25,89.0,3.8,4,25.6,6.1,45.0,1,111.0,4,6,5.0,6,2,3,24.0,123.0,10.9,Female,Student,India,Smartphone,Meditation/Journaling,No,Yes,No,No,Yes,Poor
D30972,33,67.0,5.73,2,32.1,8.4,42.0,1,259.0,3,8,5.0,5,1,3,54.0,115.0,0.3,Female,Employed Part-time,India,Tablet,Scrolling Social Media,No,Yes,No,No,Yes,Poor
D30973,26,19.0,1.35,0,20.1,6.6,10.0,0,73.0,4,8,5.0,6,1,0,46.0,35.0,10.4,Female,Employed Full-time,Canada,Smartphone,Scrolling Social Media,No,No,No,No,No,Fair
D30974,25,104.0,4.87,5,22.0,6.6,55.0,3,4.0,7,6,2.0,10,0,5,54.0,16.0,11.4,Female,Employed Full-time,Nigeria,Tablet,Scrolling Social Media,Yes,No,Yes,No,Yes,Poor
D30975,32,88.0,5.57,5,19.3,7.3,33.0,3,188.0,6,9,5.0,6,2,5,51.0,101.0,4.2,Male,Employed Full-time,United States,Tablet,Scrolling Social Media,Yes,Yes,No,No,Yes,Fair
D30976,36,11.0,2.45,0,16.4,8.3,26.0,1,278.0,4,10,5.0,7,0,1,54.0,20.0,0.0,Female,Employed Full-time,Canada,Smartphone,No Fixed Routine,Yes,Yes,No,No,Yes,Good
D30977,37,20.0,3.49,2,15.8,8.8,13.0,2,49.0,4,6,5.0,5,0,4,67.0,77.0,0.0,Female,Employed Part-time,United States,Smartphone,Reading,No,Yes,Yes,No,Yes,Poor
D30978,27,60.0,2.23,2,29.1,7.1,15.0,0,47.0,2,4,5.0,5,2,0,67.0,4.0,6.2,Female,Employed Full-time,United Kingdom,Smartphone,Watching Videos,No,Yes,No,No,No,Good
D30979,24,42.0,2.14,1,45.9,6.9,20.0,2,92.0,5,5,5.0,6,0,2,70.0,101.0,7.3,Male,Unemployed,India,Tablet,Meditation/Journaling,No,No,Yes,No,No,Good
D30980,40,48.0,2.22,1,50.3,8.5,31.0,0,98.0,6,6,5.0,2,2,2,23.0,4.0,0.0,Female,Student,India,Smartphone,Meditation/Journaling,No,Yes,No,No,No,Good
D30981,27,42.0,4.7,0,43.1,7.7,29.0,2,73.0,3,7,5.0,6,1,2,54.0,10.0,0.5,Female,Employed Full-time,India,Smartphone,Reading,No,No,No,Yes,No,Good
D30982,37,162.0,6.66,8,18.1,6.4,78.0,3,154.0,8,9,2.0,9,4,3,41.0,26.0,11.8,Female,Student,United Kingdom,Laptop,Watching Videos,No,Yes,Yes,Yes,Yes,Poor
D30983,27,73.0,4.59,3,27.6,7.3,39.0,1,13.0,4,6,5.0,5,1,2,84.0,25.0,5.1,Male,Student,Canada,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Poor
D30984,24,11.0,2.79,1,10.4,7.0,22.0,1,139.0,10,10,5.0,6,1,2,27.0,73.0,6.7,Male,Student,India,Smartphone,Scrolling Social Media,No,No,Yes,Yes,No,Good
D30985,24,66.0,3.11,2,33.4,8.0,24.0,1,134.0,6,9,5.0,6,0,3,46.0,56.0,0.0,Male,Unemployed,United Kingdom,Smartphone,Watching Videos,Yes,Yes,No,Yes,No,Good
D30986,26,83.0,3.19,5,21.5,7.1,47.0,3,87.0,3,5,5.0,5,0,6,38.0,50.0,6.8,Female,Employed Full-time,Philippines,Smartphone,Reading,No,No,No,Yes,Yes,Poor
D30987,27,36.0,1.34,0,37.5,7.1,46.0,1,43.0,2,3,5.0,5,2,2,71.0,15.0,5.4,Female,Employed Full-time,Nigeria,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,No,Fair
D30988,35,8.0,1.0,0,15.8,6.4,8.0,2,58.0,5,6,5.0,6,1,4,40.0,16.0,13.3,Female,Unemployed,Canada,Smartphone,Meditation/Journaling,No,No,No,Yes,No,Poor
D30989,32,52.0,5.24,2,30.2,7.2,32.0,0,278.0,5,7,5.0,4,1,0,87.0,18.0,7.7,Male,Student,Australia,Smartphone,Scrolling Social Media,Yes,Yes,Yes,Yes,Yes,Poor
D30990,29,55.0,2.33,3,16.9,7.7,27.0,4,62.0,8,8,5.0,9,0,6,38.0,45.0,3.6,Female,Unemployed,Germany,Tablet,Watching Videos,Yes,Yes,No,No,No,Fair
D30991,25,8.0,3.93,1,10.9,8.7,2.0,2,51.0,3,5,5.0,6,2,2,55.0,73.0,0.0,Prefer not to say,,India,Smartphone,Meditation/Journaling,No,No,No,Yes,No,Good
D30992,31,37.0,3.4,2,20.8,7.7,28.0,0,97.0,3,3,5.0,3,0,1,56.0,34.0,3.5,Male,Employed Part-time,India,Laptop,Reading,No,No,Yes,No,No,Good
D30993,26,13.0,1.0,1,18.6,7.8,14.0,1,66.0,6,8,5.0,7,0,2,86.0,19.0,0.0,Male,Student,United States,Smartphone,No Fixed Routine,No,No,Yes,No,No,Good
D30994,23,21.0,2.83,2,11.1,7.2,33.0,1,79.0,2,3,5.0,7,0,2,73.0,21.0,6.5,Prefer not to say,Unemployed,UAE,Smartphone,Reading,No,No,No,Yes,No,Good
D30995,26,85.0,3.56,4,25.4,7.6,34.0,1,169.0,10,8,5.0,4,1,1,71.0,14.0,3.3,Female,Student,India,Tablet,Meditation/Journaling,No,Yes,Yes,Yes,Yes,Poor
D30996,23,3.0,1.1,1,10.7,7.5,31.0,1,34.0,5,8,5.0,7,0,2,57.0,14.0,6.7,Male,Student,United States,Smartphone,Scrolling Social Media,No,Yes,No,No,No,Fair
D30997,15,28.0,4.38,1,30.6,9.2,20.0,0,100.0,3,5,5.0,5,1,1,43.0,52.0,0.0,Female,Employed Full-time,United States,Smartphone,Scrolling Social Media,No,Yes,No,No,No,Good
D30998,22,23.0,1.84,0,27.9,6.9,41.0,2,45.0,3,5,5.0,5,2,2,44.0,101.0,6.8,Male,Student,India,Tablet,Watching Videos,No,Yes,Yes,Yes,No,Fair
D30999,23,35.0,1.66,2,16.2,7.5,27.0,2,63.0,8,6,5.0,9,1,3,78.0,20.0,0.0,Prefer not to say,Employed Full-time,India,Tablet,Scrolling Social Media,No,Yes,Yes,No,Yes,Fair
